label,text,clean_text,clean_text_tok
4.0,About 15 years ago_comma_ I was a passenger on a flight which had to make an emergency landing. It was the most frightening experience of my life,year ago passenger flight make emergency land frighten experience life,"['year', 'ago', 'passenger', 'flight', 'make', 'emergency', 'land', 'frighten', 'experience', 'life']"
4.0,im feeling hesitant to put much else into words,im feeling hesitant put much else word,"['im', 'feeling', 'hesitant', 'put', 'much', 'else', 'word']"
4.0,i feel uncertain and uneasy,feel uncertain uneasy,"['feel', 'uncertain', 'uneasy']"
4.0,i feel like in some ways im probably not putting myself in vulnerable positions enough and pushing the limits of it,feel like way im probably put vulnerable position enough push limit,"['feel', 'like', 'way', 'im', 'probably', 'put', 'vulnerable', 'position', 'enough', 'push', 'limit']"
4.0,i continue to succeed in something and having someone seems unattainable because i feel men will be intimidated or when there is a prolonged moment of silence,continue succeed something someone seem unattainable feel men intimidate prolonged moment silence,"['continue', 'succeed', 'something', 'someone', 'seem', 'unattainable', 'feel', 'men', 'intimidate', 'prolonged', 'moment', 'silence']"
4.0,I was in the woods and a bear chased after me.  I was so scared.,wood bear chase scared,"['wood', 'bear', 'chase', 'scared']"
4.0,I was scared when I saw a mountain lion at night right in front of me. I ran to my tent.,scar saw mountain lion night right front run tent,"['scar', 'saw', 'mountain', 'lion', 'night', 'right', 'front', 'run', 'tent']"
4.0,"The first time I saw the move ""The Ring"" I was afraid to go home to an empty apartment!",first time saw move ring afraid go home empty apartment,"['first', 'time', 'saw', 'move', 'ring', 'afraid', 'go', 'home', 'empty', 'apartment']"
4.0,i feel like its flying by and im afraid im going to miss something,feel like fly im afraid im go miss something,"['feel', 'like', 'fly', 'im', 'afraid', 'im', 'go', 'miss', 'something']"
4.0,i do not know that he simple feelings i am startled by startled though he did not understand the words but i was feeling his words there are overtones green ink why suddenly say,know simple feeling startle startle though understand word feel word overtone green ink suddenly say,"['know', 'simple', 'feeling', 'startle', 'startle', 'though', 'understand', 'word', 'feel', 'word', 'overtone', 'green', 'ink', 'suddenly', 'say']"
4.0,A bird crashed into my window today.,bird crash window today,"['bird', 'crash', 'window', 'today']"
4.0,i feel strange and weird about this entire struggle am i the only one who deals with this kind of conflict,feel strange weird entire struggle one deal kind conflict,"['feel', 'strange', 'weird', 'entire', 'struggle', 'one', 'deal', 'kind', 'conflict']"
4.0,i suppose to feel terrified,suppose feel terrify,"['suppose', 'feel', 'terrify']"
4.0,im feeling gently hesitant about posting these photos because this time the race slapped do not copy on every picture,im feel gently hesitant post photos time race slap copy every picture,"['im', 'feel', 'gently', 'hesitant', 'post', 'photos', 'time', 'race', 'slap', 'copy', 'every', 'picture']"
4.0,i got s and really i feel like i hit the lottery i was scared itd be something like x and id be screwed,get really feel like hit lottery scar itd something like x id screw,"['get', 'really', 'feel', 'like', 'hit', 'lottery', 'scar', 'itd', 'something', 'like', 'x', 'id', 'screw']"
4.0,i had spare gear on the bike to cope with two punctures but was feeling particularly paranoid about the race tyres as i had already had two punctures on the previous three times i had taken them out training,spare gear bike cope two puncture feel particularly paranoid race tyre already two puncture previous three time take training,"['spare', 'gear', 'bike', 'cope', 'two', 'puncture', 'feel', 'particularly', 'paranoid', 'race', 'tyre', 'already', 'two', 'puncture', 'previous', 'three', 'time', 'take', 'training']"
4.0,i feel intimidated by the great women in my family tree,feel intimidate great woman family tree,"['feel', 'intimidate', 'great', 'woman', 'family', 'tree']"
4.0,i feel a strange sense of achievement that i have scraped every nook and cranny of the shells for juicy morsels,feel strange sense achievement scrap every nook cranny shell juicy morsel,"['feel', 'strange', 'sense', 'achievement', 'scrap', 'every', 'nook', 'cranny', 'shell', 'juicy', 'morsel']"
4.0,im being particular but id feel uncomfortable even asserting ive ever been in love,im particular id feel uncomfortable even assert ive ever love,"['im', 'particular', 'id', 'feel', 'uncomfortable', 'even', 'assert', 'ive', 'ever', 'love']"
4.0,i dont know where and when i can feel the thrill and im scared that im going to miss it,dont know feel thrill im scar im go miss,"['dont', 'know', 'feel', 'thrill', 'im', 'scar', 'im', 'go', 'miss']"
4.0,i am friendly and so easy to talk to if only you are open to knowing me as a friend and not from a top down approach cos i feel intimidated and when i only know i do not want to offend somebody i shut up,friendly easy talk open knowing friend top approach co feel intimidate know want offend somebody shut,"['friendly', 'easy', 'talk', 'open', 'knowing', 'friend', 'top', 'approach', 'co', 'feel', 'intimidate', 'know', 'want', 'offend', 'somebody', 'shut']"
4.0,There have been a series of breakins in our neighborhood recently.  I'm keeping the shotgun by the front door.,series breakins neighborhood recently keep shotgun front door,"['series', 'breakins', 'neighborhood', 'recently', 'keep', 'shotgun', 'front', 'door']"
4.0,i also told my cousin that i feel like the other family members do not know how to talk to me or are afraid to talk to me,also tell cousin feel like family member know talk afraid talk,"['also', 'tell', 'cousin', 'feel', 'like', 'family', 'member', 'know', 'talk', 'afraid', 'talk']"
4.0,i feel threatened i feel fear,feel threaten feel fear,"['feel', 'threaten', 'feel', 'fear']"
4.0,I am sort of scared of growing up_comma_ it can be daunting,sort scar grow daunt,"['sort', 'scar', 'grow', 'daunt']"
4.0,i feel like i should be suspicious of her but im just so happy to see her,feel like suspicious im happy see,"['feel', 'like', 'suspicious', 'im', 'happy', 'see']"
4.0,I entered my room and saw a black cat_comma_  I ran like never before ,entered room saw black cat ran like never,"['entered', 'room', 'saw', 'black', 'cat', 'ran', 'like', 'never']"
4.0,i can feel the frantic beat of his heart but cookie s voice is surprisingly clear,feel frantic beat heart cookie voice surprisingly clear,"['feel', 'frantic', 'beat', 'heart', 'cookie', 'voice', 'surprisingly', 'clear']"
4.0,I had to get my foot checked out at the doctor_comma_ always makes me scared going there.,get foot check doctor always make scar go,"['get', 'foot', 'check', 'doctor', 'always', 'make', 'scar', 'go']"
4.0,Every time I hear tapping on my window at night I think it is a ghost. I am so scared it will get me.,every time hear tap window night think ghost scar get,"['every', 'time', 'hear', 'tap', 'window', 'night', 'think', 'ghost', 'scar', 'get']"
4.0,i feel afraid but i have learned to allow myself to be afraid,feel afraid learn allow afraid,"['feel', 'afraid', 'learn', 'allow', 'afraid']"
4.0,i feel scared and worthless when someone doesn t love me,feel scar worthless someone love,"['feel', 'scar', 'worthless', 'someone', 'love']"
4.0,I'm afraid I won't be able to afford my car payment this month.  Might have to borrow money.,afraid able afford car payment month might borrow money,"['afraid', 'able', 'afford', 'car', 'payment', 'month', 'might', 'borrow', 'money']"
4.0,i am sure feeling nervous about potential air raids from the luftwaffe,sure feel nervous potential air raid luftwaffe,"['sure', 'feel', 'nervous', 'potential', 'air', 'raid', 'luftwaffe']"
4.0,No that could kill her.,could kill,"['could', 'kill']"
4.0,i still feel uncertain with many new paths i must travel and as lost as i feel sometimes i am sure heavenly father is lifting me up and helping me to feel joy in the things that matter most,still feel uncertain many new path must travel lose feel sometimes sure heavenly father lift help feel joy thing matter,"['still', 'feel', 'uncertain', 'many', 'new', 'path', 'must', 'travel', 'lose', 'feel', 'sometimes', 'sure', 'heavenly', 'father', 'lift', 'help', 'feel', 'joy', 'thing', 'matter']"
4.0,i dont mean that id like to chicken out but i am feeling more insecure about myself and maybe doubting the fact that i should be able to run km tomorrow,dont mean id like chicken feeling insecure maybe doubt fact able run km tomorrow,"['dont', 'mean', 'id', 'like', 'chicken', 'feeling', 'insecure', 'maybe', 'doubt', 'fact', 'able', 'run', 'km', 'tomorrow']"
4.0,My girlfriend showed me the scariest YouTube video last night and it freaked me out.,girlfriend show scary youtube video last night freak,"['girlfriend', 'show', 'scary', 'youtube', 'video', 'last', 'night', 'freak']"
4.0,my boyfriend dragged me to a haunted house and it was to much for me,boyfriend drag haunt house much,"['boyfriend', 'drag', 'haunt', 'house', 'much']"
4.0,i felt sad and apprehensive and angry that i d had vertigo and that it had left me feeling uncertain,felt sad apprehensive angry vertigo leave feeling uncertain,"['felt', 'sad', 'apprehensive', 'angry', 'vertigo', 'leave', 'feeling', 'uncertain']"
4.0,A few weeks ago a tire on my car blew while i was driving it on the highway.,week ago tire car blew drive highway,"['week', 'ago', 'tire', 'car', 'blew', 'drive', 'highway']"
4.0,I have been attacked last week by robber with a knife. I am still terrible afraid of getting out alone.,attack last week robber knife still terrible afraid get alone,"['attack', 'last', 'week', 'robber', 'knife', 'still', 'terrible', 'afraid', 'get', 'alone']"
4.0,The amount of crazy people in the world is scary.,amount crazy people world scary,"['amount', 'crazy', 'people', 'world', 'scary']"
4.0,i was scared walking home alone the other night,scared walking home alone night,"['scared', 'walking', 'home', 'alone', 'night']"
4.0,im super annoyed cause it hurts all the time cause i cant do my complete manicure and feel like my hands are pretty and i am kind of scared on how long this will take to heal and for my nail to grow again to stick on my finger again,im super annoy cause hurt time cause cant complete manicure feel like hand pretty kind scar long take heal nail grow stick finger,"['im', 'super', 'annoy', 'cause', 'hurt', 'time', 'cause', 'cant', 'complete', 'manicure', 'feel', 'like', 'hand', 'pretty', 'kind', 'scar', 'long', 'take', 'heal', 'nail', 'grow', 'stick', 'finger']"
4.0,i start to feel unsure,start feel unsure,"['start', 'feel', 'unsure']"
4.0,i think we often feel this way about planting ourselves where we are deeply terrified that if we go too deep into the ground it will be hard to get out again,think often feel way plant deeply terrify go deep ground hard get,"['think', 'often', 'feel', 'way', 'plant', 'deeply', 'terrify', 'go', 'deep', 'ground', 'hard', 'get']"
4.0,i start to feel frantic where are the candles the matches the one flashlight thats actually ashers bug light no fans in the house move beds outside boys in the bath dont touch the candles goodbye meat in the fridge,start feel frantic candle match one flashlight thats actually ashers bug light fan house move bed outside boy bath dont touch candle goodbye meat fridge,"['start', 'feel', 'frantic', 'candle', 'match', 'one', 'flashlight', 'thats', 'actually', 'ashers', 'bug', 'light', 'fan', 'house', 'move', 'bed', 'outside', 'boy', 'bath', 'dont', 'touch', 'candle', 'goodbye', 'meat', 'fridge']"
